,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603266.XSHG,2017-04-29,49.21,62.7338,10.25,5.39,202.39,603266.XSHG,3.4636,3.3332,2.6229,10.2027,27.1934,88.2107,11.9467,10.2027,3.9932,10.7387,0.2091,95.0744,1.2695,96.236,102.3035,0.0319,0.2705,17.1722,-5.8593,17.1722,-5.8593,7.2122,26.0635,12.0276,5.6907,10.8544,6.1081,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603268.XSHG,2015-04-30,51.97,51.9711,4.87,8.24,-109.53,603268.XSHG,2.99,2.94,2.42,14.6,31.4,82.28,17.72,14.6,3.59,7.35,0.26,98.01,0.0,98.09,74.13,-20.14,-113.65,-4.6,18.71,-4.6,18.71,-14.7,25.79,-13.63,-14.47,-12.74,-14.01,1,1,1
0,603268.XSHG,2015-08-19,80.4,77.4776,7.28,12.45,18.82,603268.XSHG,1.75,1.72,1.44,10.34,33.05,87.83,12.74,10.34,5.34,14.12,0.41,97.68,4.56,98.38,111.79,-3.0,-24.62,0.46,-16.34,0.46,-16.34,-3.51,-39.87,-18.28,-40.74,-18.8,-41.61,1,1,1
0,603268.XSHG,2015-10-28,78.64,73.1392,6.88,11.74,70.61,603268.XSHG,2.95,2.39,2.4,15.93,31.13,84.76,15.82,15.93,5.86,9.99,-4.73,81.15,3.04,80.94,67.48,-12.45,-81.7,-8.27,11.39,-8.27,11.39,-19.65,38.27,1.57,71.57,0.63,71.08,1,1,1
0,603268.XSHG,2016-03-17,133.26,124.1522,11.4,20.39,47.08,603268.XSHG,1.36,1.95,1.08,8.67,29.62,87.54,14.55,8.67,8.4,13.93,-2.75,111.51,18.72,142.91,138.24,50.8,407.88,-7.98,-16.81,-7.98,-16.81,-19.97,-23.49,-60.63,-54.72,-60.12,-53.57,-1,-1,-1
0,603268.XSHG,2016-04-27,102.7,102.7042,7.08,13.02,23.85,603268.XSHG,1.66,1.48,1.37,16.21,33.55,88.33,17.73,16.21,6.78,11.44,2.77,58.92,30.55,89.24,155.95,33.74,288.97,-32.79,-13.3,-32.79,-13.3,-32.78,5.66,-25.4,62.06,-26.11,59.34,-1,1,1
0,603268.XSHG,2016-08-26,104.19,95.2608,6.46,13.31,-34.78,603268.XSHG,1.3269,1.2368,1.0967,9.2136,30.1449,89.4032,11.1973,9.2136,8.7386,12.9833,-2.279,92.0844,5.2184,93.206,82.0361,6.4819,61.1682,13.9541,41.8511,13.9541,41.8511,0.1543,-10.4057,1.5231,-19.3638,2.0483,-19.3662,1,1,1
0,603268.XSHG,2016-10-27,121.67,111.7221,7.59,15.07,89.14,603268.XSHG,1.9037,1.6499,1.6249,13.4279,32.7037,86.0673,14.2964,13.4279,7.6267,10.2301,-0.0932,85.9336,2.2434,86.6722,105.0775,15.5605,111.6837,1.6396,-0.6502,1.6396,-0.6502,-8.1205,26.8469,-14.3236,44.7927,-13.6904,44.6904,1,1,1
0,603268.XSHG,2017-03-22,138.28,120.3583,8.05,16.21,-99.07,603268.XSHG,2.2346,2.4618,1.8132,9.7495,29.9914,88.4537,12.3642,9.7495,10.3308,7.6241,-2.4687,100.675,7.1313,110.1688,130.177,27.1855,235.4476,120.3316,80.3266,120.3316,80.3266,87.2716,55.9545,147.7381,30.9284,122.7906,19.8419,-1,-1,-1
0,603268.XSHG,2017-04-27,110.62,110.6163,7.64,12.31,-199.8,603268.XSHG,1.2011,1.182,0.8502,8.2534,32.777,90.434,9.9285,8.2534,7.1011,13.5454,2.1453,95.154,3.6057,98.4109,115.5665,1.5556,16.2619,73.3569,-31.7847,73.3569,-31.7847,-2.9132,-45.2226,-11.7241,-42.2527,-23.5485,-45.321,-1,-1,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603286.XSHG,2017-08-19,41.9983,43.0891,3.3762,4.6309,548.5371,603286.XSHG,2.9263,2.8322,2.0455,12.6407,33.8874,86.2899,13.7101,12.6407,3.201,14.5959,1.1705,97.3552,,96.7839,121.6101,-1.0839,-7.9056,8.7685,16.6675,8.7685,16.6675,17.4859,34.1974,12.27,35.0187,12.27,35.0187,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603288.XSHG,2014-04-30,30.81,30.8128,7.75,5.89,-543.62,603288.XSHG,12.31,11.31,8.72,22.67,41.02,74.21,25.79,22.67,10.14,4.45,-0.25,92.19,0.0,91.81,68.96,-14.43,-55.94,13.08,32.26,13.08,32.26,24.84,49.72,35.24,58.11,35.24,58.11,-1,-1,-1
0,603288.XSHG,2014-08-20,28.59,31.535,7.83,5.81,18.7,603288.XSHG,8.88,8.62,6.31,20.68,41.41,75.13,24.87,20.68,9.93,6.26,-0.38,96.97,0.0,97.13,111.05,22.93,92.21,15.58,-20.3,15.58,-20.3,32.43,-23.14,16.77,-27.29,16.78,-27.28,-1,-1,-1
0,603288.XSHG,2014-10-21,30.58,34.983,8.12,6.23,71.04,603288.XSHG,8.07,8.04,5.78,19.42,39.32,76.29,23.71,19.42,10.25,5.22,-0.61,99.58,0.0,99.61,119.54,23.32,98.35,19.47,0.95,19.47,0.95,27.76,-3.77,28.04,-5.21,28.11,-5.17,-1,-1,-1
0,603288.XSHG,2015-03-10,31.06,37.3925,8.02,6.4,52.16,603288.XSHG,9.78,9.51,6.29,21.95,39.82,76.55,23.45,21.95,12.4,4.14,-0.76,98.94,0.0,97.24,184.89,82.95,353.76,20.08,12.84,20.08,12.84,23.59,11.61,38.95,27.51,38.97,27.47,-1,-1,-1
0,603288.XSHG,2015-04-30,37.01,37.0091,11.12,7.88,46.29,603288.XSHG,10.16,10.12,7.01,22.97,44.19,72.79,27.21,22.97,11.83,4.83,-0.66,99.62,0.0,99.62,63.6,-18.21,-66.91,14.17,25.75,14.17,25.75,20.46,45.93,15.66,31.62,15.66,31.59,-1,1,1
0,603288.XSHG,2015-08-14,39.48,41.3552,11.44,8.46,110.89,603288.XSHG,8.0,7.65,5.93,24.53,43.57,71.77,29.71,24.53,9.78,4.98,-0.37,95.01,4.96,95.58,114.35,29.19,103.38,9.99,-23.22,9.99,-23.22,31.37,-16.18,30.46,-17.99,30.44,-17.99,1,1,1
0,603288.XSHG,2015-10-22,36.44,40.6142,11.24,8.13,73.97,603288.XSHG,6.5,6.45,4.86,20.43,41.49,75.79,24.79,20.43,11.95,4.92,-0.38,97.1,2.29,99.14,117.97,20.72,85.55,10.03,0.99,10.03,0.99,15.03,-15.73,15.75,-15.9,15.69,-15.9,-1,-1,-1
0,603288.XSHG,2016-03-10,39.88,45.7671,11.85,8.97,76.79,603288.XSHG,8.23,7.78,5.94,21.07,38.78,76.12,24.52,21.07,9.89,4.31,-0.3,95.57,2.56,94.54,143.82,48.79,204.28,24.9,28.08,24.9,28.08,30.61,26.72,19.93,32.12,19.91,32.12,-1,-1,-1
0,603288.XSHG,2016-04-29,33.11,33.1051,9.49,7.36,139.12,603288.XSHG,9.7,9.54,7.1,23.64,44.61,72.25,28.27,23.64,11.79,4.51,-0.38,98.18,1.82,98.37,90.25,6.56,23.64,7.24,7.97,7.24,7.97,11.4,24.47,10.38,21.14,10.38,21.14,-1,-1,-1
0,603288.XSHG,2016-08-16,31.82,32.7816,10.35,7.14,-1160.67,603288.XSHG,8.1526,7.9212,6.207,24.6425,43.422,71.0008,29.8875,24.6425,8.7634,4.9921,-0.2721,96.9099,2.9685,97.1617,120.0538,29.9555,103.2975,11.8963,-19.8839,11.8963,-19.8839,12.5816,-15.2956,12.3917,-16.4988,12.3917,-16.4988,-1,-1,-1
0,603288.XSHG,2016-10-28,30.87,32.7228,9.51,6.95,-287.46,603288.XSHG,6.2104,6.0251,5.115,19.8289,44.8178,76.9759,23.6728,19.8289,17.0297,4.3079,-0.328,96.7192,2.725,97.0157,121.488,25.6434,111.3762,12.7223,1.7374,12.7223,1.7374,7.6602,-19.4173,9.4024,-18.1356,9.4024,-18.1356,-1,-1,-1
0,603288.XSHG,2017-03-23,29.16,31.6127,8.59,6.51,-1060.1801,603288.XSHG,8.3701,8.0979,6.5238,22.9737,43.0156,73.5317,27.2391,22.9737,12.5835,3.0853,-0.4611,96.4893,2.8097,96.7477,156.785,66.0768,249.6445,10.2848,25.3143,10.2848,25.3143,22.5042,44.1925,20.2272,45.1887,20.2272,45.1887,1,1,1
0,603288.XSHG,2017-04-26,33.12,33.1181,9.4,7.56,138.23,603288.XSHG,9.3019,9.0034,7.3092,24.3257,44.6862,72.0263,28.8347,24.3257,12.2484,4.0129,-0.685,96.4853,2.9699,96.7901,86.0799,-2.3176,-8.2849,17.1141,14.659,17.1141,14.659,19.4598,21.3756,20.4933,21.4066,20.6469,21.5613,1,1,1
0,603288.XSHG,2017-08-15,36.6432,38.798,12.0525,8.4561,142.6516,603288.XSHG,8.06,7.5833,6.6005,24.6966,45.1349,74.5916,28.6738,24.6966,14.1702,3.5268,0.8018,88.863,4.5514,94.0849,120.4072,32.1788,126.6466,24.8795,-14.5716,24.8795,-14.5716,19.8082,-15.0485,25.1539,-13.269,25.1524,-13.3805,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603298.XSHG,2017-04-27,43.51,46.8177,8.39,3.34,-64.24,603298.XSHG,3.6231,3.2756,2.5995,7.781,20.3105,91.698,9.0151,7.781,6.0755,5.236,-0.1958,89.6943,7.704,90.4073,72.1499,7.3596,88.6479,23.8374,,23.8374,,4.8897,,9.6975,,10.1929,,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603299.XSHG,2016-04-22,134.09,29.9302,1.79,3.36,23.16,603299.XSHG,1.09,1.09,0.45,3.76,32.61,96.07,3.93,3.76,10.65,7.99,5.79,93.28,0.0,,106.82,55.33,1406.96,,15.85,,15.85,,1224.79,,803.46,,383.88,1,1,1
0,603299.XSHG,2016-04-28,424.48,152.1118,5.67,10.63,73.31,603299.XSHG,0.32,0.33,0.13,1.08,28.86,98.97,1.03,1.08,9.29,9.06,5.56,106.73,0.0,104.54,113.58,12.63,1227.13,-2.96,-2.49,-2.96,-2.49,-10.3,-74.48,-38.02,-71.92,-35.75,-67.77,1,1,1
0,603299.XSHG,2016-08-25,164.7,155.3694,4.87,4.73,38.06,603299.XSHG,0.0381,0.0375,0.0151,0.1358,28.3028,98.743,1.257,0.1358,10.3342,8.4337,5.583,100.2392,,98.4384,111.5222,12.9632,1031.2509,-4.6479,-5.2216,-4.6479,-5.2216,-79.607,15.7694,-97.5742,-88.1105,-97.3787,-88.1535,-1,1,1
0,603299.XSHG,2016-10-28,288.38,142.7914,4.53,4.4,36.93,603299.XSHG,-0.1063,-0.1049,-0.0496,-0.4922,26.4843,99.92,0.08,-0.4922,10.2439,8.8643,5.4396,115.2301,,98.694,126.3255,32.8624,41062.0547,-3.7396,-10.4734,-3.7396,-10.4734,128.9946,-94.3002,-155.5087,-424.4151,-138.9919,-377.3924,1,1,1
0,603299.XSHG,2017-03-30,422.76,157.5411,5.05,4.94,76.08,603299.XSHG,0.9198,0.7171,0.3731,2.367,27.0294,96.7755,3.2245,2.367,11.5061,5.4419,3.6125,106.6687,,77.9661,108.2547,45.1154,1399.1432,30.215,57.963,30.215,57.963,-5.46,6264.4282,-10.138,859.627,-1.547,969.0691,-1,-1,-1
0,603299.XSHG,2017-04-24,334.38,334.3799,3.91,3.57,-50.77,603299.XSHG,1.448,1.4443,0.6289,4.7824,30.5988,94.1437,5.8563,4.7824,10.5572,6.9183,3.9884,99.5834,,99.7441,94.5505,7.1075,121.3662,14.3461,-14.6891,14.3461,-14.6891,550.6958,54.9397,405.0248,72.3639,354.9744,59.3113,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603300.XSHG,2015-08-26,58.72,57.8862,4.74,14.66,-180.28,603300.XSHG,1.93,1.21,1.22,19.57,66.67,84.78,15.22,19.57,16.58,14.37,9.02,63.67,0.0,62.51,52.81,25.9,170.24,-0.65,7.9,-0.65,7.9,-19.55,-48.25,-5.07,-24.06,-5.07,-24.06,1,1,1
0,603300.XSHG,2015-10-30,64.14,62.5855,5.13,15.88,13.86,603300.XSHG,2.2,2.06,1.38,23.75,63.86,75.86,24.88,23.75,11.68,11.92,9.34,82.13,2.51,93.42,68.54,12.72,52.69,-16.62,-4.75,-16.62,-4.75,-25.97,55.74,-19.65,15.59,-19.65,15.59,1,1,1
0,603300.XSHG,2016-04-29,123.85,114.2535,9.2,30.39,35.83,603300.XSHG,1.67,1.17,1.01,14.71,61.74,84.59,16.28,14.71,18.61,7.72,7.57,88.27,5.01,70.36,83.05,-0.16,-1.01,13.81,23.24,13.81,23.24,-35.76,-19.34,-38.32,-23.66,-38.32,-23.66,-1,-1,-1
0,603300.XSHG,2016-04-29,79.55,89.5611,5.91,19.52,23.01,603300.XSHG,1.58,1.49,0.69,21.94,56.94,73.66,26.88,21.94,9.49,8.57,10.33,92.49,1.92,94.13,126.78,-1056.96,-4013.46,-3.64,-23.93,-3.64,-23.93,-18.36,25.58,-23.98,13.45,-18.82,21.15,-1,-1,-1
0,603300.XSHG,2016-08-25,87.96,82.957,5.31,17.59,7.68,603300.XSHG,0.4857,0.0496,0.2242,6.6171,46.8768,96.0005,4.454,6.6171,14.2066,9.0006,8.5322,44.4841,5.0553,10.2155,47.5243,-51.8471,-1296.33,27.4934,42.768,27.4934,42.768,-62.6812,-76.3444,-56.8965,-56.9407,-67.0241,-69.1517,1,1,1
0,603300.XSHG,2016-10-27,94.18,74.3253,4.77,14.75,11.7,603300.XSHG,1.1402,0.848,1.3854,34.998,71.4717,55.6501,45.6828,34.998,9.8121,6.5256,5.7483,92.6551,2.7846,74.3739,41.6104,-469.7713,-1059.2385,87.0323,39.7347,87.0323,39.7347,243.417,1333.1851,175.5938,639.0622,-32.7236,135.8246,1,1,1
0,603300.XSHG,2017-04-26,129.25,96.281,5.76,15.1,7.82,603300.XSHG,1.7357,1.6356,1.028,28.773,66.2431,66.2322,34.9105,28.773,13.4022,6.0381,6.0842,95.7002,3.2384,94.2343,36.0052,-194.5928,-576.2674,60.6438,5.8561,60.6438,5.8561,244.4164,-19.1054,214.189,-12.9724,36.1116,54.443,-1,-1,-1
0,603300.XSHG,2017-04-26,118.53,83.2466,5.29,13.85,7.17,603300.XSHG,2.0195,1.9653,1.2094,37.0073,67.031,52.1521,49.0366,37.0073,8.217,5.0762,5.4805,97.0249,2.4103,97.3172,169.1153,-416.2063,-869.8524,103.0122,-3.8674,103.0122,-3.8674,270.3312,35.0315,242.4351,23.6442,33.2098,18.5626,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603303.XSHG,2017-04-29,22.22,22.2213,5.93,2.2,-157.78,603303.XSHG,3.1432,3.1422,1.9081,5.8364,16.9625,93.2061,6.7939,5.8364,3.5357,5.5791,0.3482,100.2655,,99.9679,96.4038,4.332,63.7631,50.4308,,50.4308,,30.385,,29.7523,,34.6592,,-1,-1,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603306.XSHG,2014-10-24,57.28,33.1124,3.35,9.93,58.56,603306.XSHG,3.75,3.74,2.84,18.53,38.44,78.29,21.71,18.53,2.85,11.2,0.32,99.72,0.0,99.72,83.18,22.24,102.42,,5.95,,5.95,,-15.02,,-15.9,,-15.9,-1,-1,-1
0,603306.XSHG,2015-04-01,35.25,39.8765,3.85,7.55,9.35,603306.XSHG,6.4,6.23,4.95,25.21,38.3,71.39,28.61,25.21,2.04,6.74,-1.23,97.29,0.0,97.35,89.86,40.38,141.16,56.58,29.5,56.58,29.5,68.62,70.64,72.63,76.24,72.63,76.24,1,1,1
0,603306.XSHG,2015-04-21,43.18,36.6817,4.52,9.24,11.46,603306.XSHG,4.25,4.17,3.55,23.39,40.77,69.89,30.87,23.39,2.64,7.55,-0.77,97.89,2.46,98.1,71.47,2.9,9.63,55.14,1.93,55.14,1.93,101.35,9.98,71.07,-5.41,71.07,-5.41,1,1,1
0,603306.XSHG,2015-08-20,43.46,49.5705,6.02,9.92,14.62,603306.XSHG,3.57,3.22,2.99,22.94,38.87,72.66,27.75,22.94,2.73,9.59,-0.81,90.16,1.37,90.36,75.81,2.65,9.68,20.32,-13.97,20.32,-13.97,23.35,-22.65,18.3,-15.62,18.3,-15.62,-1,1,1
0,603306.XSHG,2015-10-28,27.65,32.7596,3.98,6.29,10.84,603306.XSHG,3.35,3.31,2.84,21.19,39.09,73.08,27.1,21.19,2.52,8.75,-0.05,98.75,0.66,98.8,115.73,63.52,235.97,17.61,3.56,17.61,3.56,46.8,1.13,34.53,-4.36,34.53,-4.36,1,1,1
0,603306.XSHG,2016-04-21,40.46,50.7679,5.98,9.4,238.09,603306.XSHG,6.83,6.7,5.71,33.43,45.32,68.48,31.62,33.43,2.84,9.5,-2.35,98.66,0.32,97.99,71.66,10.27,32.58,21.61,33.91,21.61,33.91,34.42,56.26,61.24,111.23,61.24,111.23,1,1,1
0,603306.XSHG,2016-04-27,32.28,27.4796,4.77,7.5,189.96,603306.XSHG,6.17,6.12,5.24,30.57,47.66,64.52,35.68,30.57,2.51,8.24,-0.49,99.31,0.55,99.32,87.29,25.41,71.63,31.04,9.84,31.04,9.84,51.47,23.92,71.22,0.44,71.22,0.44,1,1,1
0,603306.XSHG,2016-08-30,36.24,42.1624,6.41,10.1,260.21,603306.XSHG,4.2734,4.1242,3.6816,30.9426,44.5531,64.9614,35.4047,30.9426,3.1216,10.4141,-1.4571,96.4983,1.0082,96.5091,101.8826,29.1863,83.2976,6.8499,-29.8501,6.8499,-29.8501,36.3176,-30.3874,44.1002,-28.9878,44.1002,-28.9878,-1,-1,-1
0,603306.XSHG,2016-10-29,33.38,41.6848,6.43,9.85,-64.23,603306.XSHG,5.3867,5.2477,4.6175,28.7728,46.0903,67.3512,33.5186,28.7728,2.7735,8.9558,-0.376,97.3942,2.5946,97.4194,101.198,53.9283,165.1769,42.9489,38.5418,42.9489,38.5418,76.8017,31.1613,94.0945,28.8265,94.0945,28.8265,-1,-1,-1
0,603306.XSHG,2017-04-13,30.31,44.5625,6.28,9.36,-237.45,603306.XSHG,6.5804,6.6038,5.5023,28.4545,47.7442,66.6986,33.824,28.4545,2.9514,9.64,-1.489,100.326,1.5747,100.3552,49.6385,0.1447,0.4346,41.3078,32.3749,41.3078,32.3749,51.1457,33.5813,20.2916,30.9108,20.2916,30.9108,-1,-1,-1
0,603306.XSHG,2017-04-28,30.46,43.3502,6.31,9.41,-238.6,603306.XSHG,5.4083,5.3522,4.6136,30.3971,44.7865,64.6098,35.4869,30.3971,2.8111,7.7353,-0.4643,98.9625,0.2702,98.9625,109.5562,27.4979,77.699,5.8591,-17.7162,5.8591,-17.7162,5.2922,-13.671,5.271,-12.0988,5.271,-12.0988,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603308.XSHG,2014-04-29,30.93,30.2125,2.81,3.62,-88.9665,603308.XSHG,2.15,2.1,0.76,9.21,35.62,89.48,10.52,9.21,4.64,10.91,7.55,97.5,0.0,97.24,80.78,-17.12,-162.76,0.88,16.73,0.88,16.73,0.93,-27.78,0.85,-37.16,0.65,-37.13,-1,1,1
0,603308.XSHG,2014-08-28,38.35,38.3987,3.54,4.67,10.84,603308.XSHG,3.14,3.07,1.16,12.58,36.67,85.07,14.93,12.58,4.48,8.6,7.06,98.17,0.0,97.85,85.41,4.84,32.44,-4.5,8.0,-4.5,8.0,-19.59,53.26,-22.28,47.52,-22.27,46.39,-1,1,1
0,603308.XSHG,2014-10-30,43.35,39.9228,3.6,4.92,33.49,603308.XSHG,1.07,0.91,0.4,4.8,27.17,95.53,5.15,4.8,4.79,7.53,10.98,75.12,11.41,84.63,131.49,59.43,1328.51,9.6,-7.12,9.6,-7.12,-38.96,-67.94,-33.04,-64.56,-32.73,-65.34,1,1,1
